        lookbackS threshold nFast nSlow nSig nHold inventoryLimits  PD Ratio
 [502,]        14        16    12    26    9     3              80      0.04
 [503,]        14        18    12    26    9     3              80      0.04
 [504,]        14        28    12    26    9     1              90      0.04
 [505,]        14        30    12    26    9     1              90      0.04
 [506,]        14        32    12    26    9     1             140      0.04
 [507,]        14        32    12    26    9     3             160      0.04
 [508,]        14        36    12    26    9     1             100      0.04
 [509,]        14        38    12    26    9     0              90      0.04
 [510,]        14        40    12    26    9     1             100      0.04
 [511,]        14        42    12    26    9     0             100      0.04
 [512,]        14        44    12    26    9     2             170      0.04
 [513,]        14        18    12    26    9     1              80      0.03
 [514,]        14        20    12    26    9     1              90      0.03
 [515,]        14        22    12    26    9     0             190      0.03
 [516,]        14        22    12    26    9     1              90      0.03
 [517,]        14        24    12    26    9     0             190      0.03
 [518,]        14        24    12    26    9     1              90      0.03
 [519,]        14        26    12    26    9     0             190      0.03
 [520,]        14        26    12    26    9     1              80      0.03
 [521,]        14        26    12    26    9     1              90      0.03
 [522,]        14        26    12    26    9     1             160      0.03
 [523,]        14        28    12    26    9     0             190      0.03
 [524,]        14        28    12    26    9     1              80      0.03
 [525,]        14        28    12    26    9     1             160      0.03
 [526,]        14        30    12    26    9     0             190      0.03
 [527,]        14        30    12    26    9     1              80      0.03
 [528,]        14        30    12    26    9     1             160      0.03
 [529,]        14        32    12    26    9     2             180      0.03
 [530,]        14        34    12    26    9     1             140      0.03
 [531,]        14        34    12    26    9     3              60      0.03
 [532,]        14        34    12    26    9     3             170      0.03
 [533,]        14        36    12    26    9     1              60      0.03
 [534,]        14        36    12    26    9     1             140      0.03
 [535,]        14        36    12    26    9     3              60      0.03
 [536,]        14        36    12    26    9     3             170      0.03
 [537,]        14        44    12    26    9     0             180      0.03
 [538,]        14        48    12    26    9     1             190      0.03
 [539,]        14        48    12    26    9     1             200      0.03
 [540,]        14        14    12    26    9     1              80      0.02
 [541,]        14        16    12    26    9     1              80      0.02
 [542,]        14        20    12    26    9     1              80      0.02
 [543,]        14        20    12    26    9     1             160      0.02
 [544,]        14        22    12    26    9     1              80      0.02
 [545,]        14        22    12    26    9     1             160      0.02
 [546,]        14        24    12    26    9     1              80      0.02
 [547,]        14        24    12    26    9     1             160      0.02
 [548,]        14        34    12    26    9     0             190      0.02
 [549,]        14        38    12    26    9     0              60      0.02
 [550,]        14        38    12    26    9     3             170      0.02
 [551,]        14        38    12    26    9     3             180      0.02
 [552,]        14        10    12    26    9     1              80      0.01
 [553,]        14        12    12    26    9     1              80      0.01
 [554,]        14        14    12    26    9     0             110      0.01
 [555,]        14        16    12    26    9     0             110      0.01
 [556,]        14        18    12    26    9     0             110      0.01
 [557,]        14        20    12    26    9     0             110      0.01
 [558,]        14        32    12    26    9     1              90      0.01
 [559,]        14        32    12    26    9     3              50      0.01
 [560,]        14        32    12    26    9     3              90      0.01
 [561,]        14        32    12    26    9     3             100      0.01
 [562,]        14        36    12    26    9     0             190      0.01
 [563,]        14        40    12    26    9     0              50      0.01
 [564,]        14        42    12    26    9     1             150      0.01
 [565,]        14        42    12    26    9     2             110      0.01
 [566,]        14        10    12    26    9     0             110      0.00
 [567,]        14        12    12    26    9     0             110      0.00
 [568,]        14        34    12    26    9     2             180      0.00
 [569,]        14        50    12    26    9     0              40      0.00
 [570,]        14        50    12    26    9     0              50      0.00
 [571,]        14        50    12    26    9     0              60      0.00
 [572,]        14        50    12    26    9     0              70      0.00
 [573,]        14        50    12    26    9     0              80      0.00
 [574,]        14        50    12    26    9     0              90      0.00
